data_family,variable,description,type,unit,linked_attributes,partition,formula,base_variable,cumulative_of,no_report,synthetic_tag,synthetic_blocker,modifiers,main,main_variable,variation
06_vaccination,vaccination_coverage_two_doses,Ratio of vaccinated individuals with two doses divided by the size of the target population on a given time,indicator,people,,"Source, vaccination_status, geo_code",,vaccination_coverage,,,,,"[{""variable"": ""vaccination_status"", ""value"": ""two_doses""}]",,doses injected,by dose_number
06_vaccination,vaccination_status,,characteristic,,,,,,,,,,,,,
07_contact_tracing,case_origin,,characteristic,,,,,,,,,,,,,
07_contact_tracing,contact_delay,,characteristic,,,,,,,,,,,,,
07_contact_tracing,contact_status,,characteristic,,,,,,,,,,,,,
07_contact_tracing,people_followed_by_contact_tracing,Number of people followed by the contract tracing policy on a given location and date,observation,people,,"source, geo_code",,,,,,,,,,
07_contact_tracing,contact_tracing_cases_identified,Number of cases identified for contact tracing on a given location and date,observation,people,,"source, geo_code","contact_tracing_cases_identified(reporting_period, confirmed_cases, population_contact_tracers, implemented_contact_tracing_comprehensive, implemented_contact_tracing_limited, implemented_contact_tracing_no)",people_followed_by_contact_tracing,,,"missing_real_data_2022_c19datahub, fx2023",,"[{""variable"": ""contact_status"", ""value"": ""case""}]",,contact_tracing_cases,
07_contact_tracing,contact_tracing_cases_previously_contacts,Number of identified contacts becoming a case on a given location and date,observation,people,,"source, geo_code","contact_tracing_cases_previously_contacts(reporting_period, confirmed_cases, population_contact_tracers, implemented_contact_tracing_comprehensive, implemented_contact_tracing_limited, implemented_contact_tracing_no)",people_followed_by_contact_tracing,,,"missing_real_data_2022_c19datahub, fx2023",,"[{""variable"": ""contact_status"", ""value"": ""case""}, {""variable"": ""case_origin"", ""value"": ""contact_transformed""}]",,contact_tracing_cases,by being_a_contact
07_contact_tracing,contact_tracing_cases_reached,Number of cases identified for contact tracing successfully contacted on a given location and date,observation,people,,"source, geo_code","contact_tracing_cases_reached(reporting_period, confirmed_cases, population_contact_tracers, implemented_contact_tracing_comprehensive, implemented_contact_tracing_limited, implemented_contact_tracing_no)",people_followed_by_contact_tracing,,,"missing_real_data_2022_c19datahub, fx2023",,"[{""variable"": ""contact_status"", ""value"": ""case""}, {""variable"": ""reached_status"", ""value"": ""reached""}]",,contact_tracing_cases,by reached_status
07_contact_tracing,contact_tracing_cases_reached_within_day,Number of cases identified for contact tracing successfully contacted within a day since identified as contact in a given location and date,observation,people,,"source, geo_code","contact_tracing_cases_reached_within_day(reporting_period, confirmed_cases, population_contact_tracers, implemented_contact_tracing_comprehensive, implemented_contact_tracing_limited, implemented_contact_tracing_no)",people_followed_by_contact_tracing,,,"missing_real_data_2022_c19datahub, fx2023",,"[{""variable"": ""contact_status"", ""value"": ""case""}, {""variable"": ""reached_status"", ""value"": ""reached""}, {""variable"": ""contact_delay"", ""value"": ""within_a_day""}]",,contact_tracing_cases,by reached_in_a_day
07_contact_tracing,contact_tracing_contacts_identified,Number of contacts identified for contact tracing on a given location and date,observation,people,,"source, geo_code","contact_tracing_contacts_identified(reporting_period, confirmed_cases, population_contact_tracers, implemented_contact_tracing_comprehensive, implemented_contact_tracing_limited, implemented_contact_tracing_no)",people_followed_by_contact_tracing,,,"missing_real_data_2022_c19datahub, fx2023",,"[{""variable"": ""contact_status"", ""value"": ""contact""}]",,contact_tracing_contacts,
07_contact_tracing,contact_tracing_contacts_reached,Number of contacts identified for contact tracing successfully contacted on a given location and date,observation,people,,"source, geo_code","contact_tracing_contacts_reached(reporting_period, confirmed_cases, population_contact_tracers, implemented_contact_tracing_comprehensive, implemented_contact_tracing_limited, implemented_contact_tracing_no)",people_followed_by_contact_tracing,,,"missing_real_data_2022_c19datahub, fx2023",,"[{""variable"": ""contact_status"", ""value"": ""contact""}, {""variable"": ""reached_status"", ""value"": ""reached""}]",,contact_tracing_contacts,by reached_status
07_contact_tracing,contact_tracing_contacts_reached_within_day,Number of contacts identified for contact tracing successfully contacted within a day since identified as contact in a given location and date,observation,people,,"source, geo_code","contact_tracing_contacts_reached_within_day(reporting_period, confirmed_cases, population_contact_tracers, implemented_contact_tracing_comprehensive, implemented_contact_tracing_limited, implemented_contact_tracing_no)",people_followed_by_contact_tracing,,,"missing_real_data_2022_c19datahub, fx2023",,"[{""variable"": ""contact_status"", ""value"": ""contact""}, {""variable"": ""reached_status"", ""value"": ""reached""}, {""variable"": ""contact_delay"", ""value"": ""within_a_day""}]",,contact_tracing_contacts,by reached_in_a_day
07_contact_tracing,reached_status,,characteristic,,,,,,,,,,,,,
08_participatory_surveillance,incidence_1000,Estimated number of cases each 1000 people having the pathogen over the general population estimated based on declarations provided on a participatory surveillance cohort.,indicator,people/people,,"source, case_status, geo_code","incidence_1000_influenzanet(reporting_period, confirmed_cases)",,,,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type",,TRUE,estimated_incidence,In 1000
08_participatory_surveillance,incidence_1000_high_ci,Upper confidence interval limit on estimated incidence each 1000 people from a representative participatory surveillance cohort,indicator,people/people,,"source, case_status, geo_code","incidence_1000_influenzanet_high_ci(reporting_period, confirmed_cases)",,,,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type",,,estimated_incidence,with confidence interval
08_participatory_surveillance,incidence_1000_low_ci,Lower confidence interval limit on estimated incidence each 1000 people from a representative participatory surveillance cohort,indicator,people/people,,"source, case_status, geo_code","incidence_1000_influenzanet_low_ci(reporting_period, confirmed_cases)",,,,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type",,,estimated_incidence,with confidence interval
08_participatory_surveillance,number_of_participants,Number if participants within the participatory surveillance cohort.,observation,people,,"source, geo_code","number_of_participants(reporting_period, population)",,,,fx2023,"age_group, gender_code, comorbidity_code, population_type, variant","[{""variable"": ""case_status"", ""value"": ""participatory_surveillance""}]",TRUE,number_of_participants,
08_participatory_surveillance,number_of_visits,Number of visits to practicioners declared by participants on a participatory surveillance cohort.,indicator,people/people,,"source, geo_code",,,,,fx2023,,,TRUE,number_of_visits,
08_participatory_surveillance,number_of_visits_emergency,,indicator,people/people,,"source, geo_code","number_of_visits_emergency(reporting_period, confirmed_cases)",number_of_visits_per_100,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.emergency""}]",,number_of_visits,by visit_type
08_participatory_surveillance,number_of_visits_emergency_abs,,indicator,people/people,,"source, geo_code","number_of_visits_emergency_high_ci(reporting_period, confirmed_cases)",number_of_visits,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.emergency""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_emergency_high_ci,,indicator,people/people,,"source, geo_code","number_of_visits_emergency_high_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_high_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.emergency""}]",,number_of_visits,with confidence interval
08_participatory_surveillance,number_of_visits_emergency_low_ci,,indicator,people/people,,"source, geo_code","number_of_visits_emergency_low_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_low_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.emergency""}]",,number_of_visits,with confidence interval
08_participatory_surveillance,number_of_visits_gp,,indicator,people/people,,"source, geo_code","number_of_visits_gp(reporting_period, confirmed_cases)",number_of_visits_per_100,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.gp""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_gp_abs,,indicator,people/people,,"source, geo_code","number_of_visits_gp(reporting_period, confirmed_cases)",number_of_visits,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.gp""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_gp_high_ci,,indicator,people/people,,"source, geo_code","number_of_visits_gp_high_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_high_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.gp""}]",,number_of_visits,with confidence interval
08_participatory_surveillance,number_of_visits_gp_low_ci,,indicator,people/people,,"source, geo_code","number_of_visits_gp_low_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_low_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.gp""}]",,number_of_visits,with confidence interval
08_participatory_surveillance,number_of_visits_hospital,,indicator,people/people,,"source, geo_code","number_of_visits_hospital(reporting_period, confirmed_cases)",number_of_visits_per_100,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.hospital""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_hospital_abs,,indicator,people/people,,"source, geo_code","number_of_visits_hospital_high_ci(reporting_period, confirmed_cases)",number_of_visits,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.hospital""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_hospital_high_ci,,indicator,people/people,,"source, geo_code","number_of_visits_hospital_high_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_high_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.hospital""}]",,number_of_visits,with confidence interval
08_participatory_surveillance,number_of_visits_hospital_low_ci,,indicator,people/people,,"source, geo_code","number_of_visits_hospital_low_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_low_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.hospital""}]",,number_of_visits,with confidence interval
08_participatory_surveillance,number_of_visits_no,,indicator,people/people,,"source, geo_code","number_of_visits_no(reporting_period, confirmed_cases)",number_of_visits_per_100,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.no""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_no_abs,,indicator,people/people,,"source, geo_code","number_of_visits_no(reporting_period, confirmed_cases)",number_of_visits,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.no""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_no_high_ci,,indicator,people/people,,"source, geo_code","number_of_visits_no_high_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_high_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.no""}]",,number_of_visits,with confidence interval
08_participatory_surveillance,number_of_visits_no_low_ci,,indicator,people/people,,"source, geo_code","number_of_visits_no_low_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_low_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.no""}]",,number_of_visits,with confidence interval
08_participatory_surveillance,number_of_visits_other,,indicator,people/people,,"source, geo_code","number_of_visits_other(reporting_period, confirmed_cases)",number_of_visits_per_100,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.other""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_other_abs,,indicator,people/people,,"source, geo_code","number_of_visits_other(reporting_period, confirmed_cases)",number_of_visits,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.other""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_other_high_ci,,indicator,people/people,,"source, geo_code","number_of_visits_other_high_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_high_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.other""}]",,number_of_visits,with confidence interval
08_participatory_surveillance,number_of_visits_other_low_ci,,indicator,people/people,,"source, geo_code","number_of_visits_other_low_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_low_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.other""}]",,number_of_visits,with confidence interval
08_participatory_surveillance,number_of_visits_per_100,Estimated number of visits seeking care each 100 people as declared by participants on a participatory surveillance cohort.,indicator,people/people,,"source, geo_code",,,,,,,,,number_of_visits,ratio in sample
08_participatory_surveillance,number_of_visits_per_100_high_ci,Higher confidence interval limit on the estimated number of visits seeking care each 100 people as declared by participants on a participatory surveillance cohort.,indicator,people/people,,"source, geo_code",,,,,,,,,number_of_visits,
08_participatory_surveillance,number_of_visits_per_100_low_ci,Lower confidence interval limit on the estimated number of visits seeking care each 100 people as declared by participants on a participatory surveillance cohort.,indicator,people/people,,"source, geo_code",,,,,,,,,number_of_visits,
08_participatory_surveillance,number_of_visits_plan,,indicator,people/people,,"source, geo_code","number_of_visits_plan(reporting_period, confirmed_cases)",number_of_visits_per_100,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.plan""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_plan_abs,,indicator,people/people,,"source, geo_code","number_of_visits_plan_high_ci(reporting_period, confirmed_cases)",number_of_visits,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.plan""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_plan_high_ci,,indicator,people/people,,"source, geo_code","number_of_visits_plan_high_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_high_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.plan""}]",,number_of_visits,
08_participatory_surveillance,number_of_visits_plan_low_ci,,indicator,people/people,,"source, geo_code","number_of_visits_plan_low_ci(reporting_period, confirmed_cases)",number_of_visits_per_100_low_ci,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""visit_type_code"", ""value"": ""visit.plan""}]",,number_of_visits,
08_participatory_surveillance,participants_declaring_symptoms,Number participants declaring symptoms for the pathogen on a participatory surveillance cohort.,observation,people,,"source, geo_code",,,,,,,"[{""variable"": ""case_status"", ""value"": ""participatory_surveillance""}]",TRUE,participants_declaring_symptoms,
08_participatory_surveillance,participants_declaring_symptoms_alert,Alert triggered by the number of participants declaring symptomps going over the expected using a modified version of the ears algorithm,indicator,qty,,"source, geo_code","participants_declaring_symptoms_alert(reporting_time, participants_declaring_symptoms)",,,,,,,TRUE,,alert
08_participatory_surveillance,visit_type_code,,referential,,,,,,,,,,,,,
08_participatory_surveillance,visit_type_name,,referential_label,,visit_type_code,,,,,,,,,,,
09_non_pharmaceutical_interventions,government_measure,,referential_label,,measure_code,,,,,,,,,,implemented_measure,by measure type and measure group
09_non_pharmaceutical_interventions,government_policy,COVID-19 Datahub Name for Contact Tracing Policy or testing,referential_label,qty,policy_code,,,,,,,,,,implemented_measure,by measure type and measure group
09_non_pharmaceutical_interventions,implemented_contact_tracing_comprehensive,,observation,qty,,"source, geo_code",,implemented_policy,,TRUE,,,"[{""variable"": ""policy_code"", ""value"": ""comprehensive_contact_tracing""}]",,,
09_non_pharmaceutical_interventions,implemented_contact_tracing_limited,,observation,qty,,"source, geo_code",,implemented_policy,,TRUE,,,"[{""variable"": ""policy_code"", ""value"": ""limited_contact_tracing""}]",,,
09_non_pharmaceutical_interventions,implemented_contact_tracing_no,,observation,qty,,"source, geo_code",,implemented_policy,,TRUE,,,"[{""variable"": ""policy_code"", ""value"": ""no_contact_tracing""}]",,,
09_non_pharmaceutical_interventions,implemented_measures,Number of known regions applying a particular measure on a given day. If the value if greater than zero it means that the measure is active on at least on region within the geographical region.,observation,qty,,"source, geo_code",,,,,,,,TRUE,interventions,
09_non_pharmaceutical_interventions,implemented_policy,Number of known regions applying a particular policy on a given day. If the value if greater than zero it means that the measure is active on at least on region within the geographical region.,observation,qty,,"source, geo_code",,,,,,,"[{""variable"": ""case_status"", ""value"": null},{""variable"": ""contact_status"", ""value"": null}, {""variable"": ""contact_delay"", ""value"": null}, {""variable"": ""case_origin"", ""value"": null}]",TRUE,interventions,
09_non_pharmaceutical_interventions,implemented_policy_ot,If a particular gobernment policy is active,observation,qty,,"source, geo_code","implemented_policy_ot(reporting_period, icu_occupancy_ratio)",implemented_policy,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""policy_code"", ""value"": ""open_testing""}]",,,
09_non_pharmaceutical_interventions,implemented_policy_rt,If a particular gobernment policy is active,observation,qty,,"source, geo_code","implemented_policy_rt(reporting_period, icu_occupancy_ratio)",implemented_policy,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""policy_code"", ""value"": ""symptoms_restricted_testing""}]",,,
09_non_pharmaceutical_interventions,implemented_policy_st,If a particular gobernment policy is active,observation,qty,,"source, geo_code","implemented_policy_st(reporting_period, icu_occupancy_ratio)",implemented_policy,,TRUE,fx2023,"age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""policy_code"", ""value"": ""symptoms_testing""}]",,,
09_non_pharmaceutical_interventions,measure_code,,referential,,,,,,,,,,,,,
09_non_pharmaceutical_interventions,policy_code,COVID-19 Datahub Code for Contact Tracing Policy or testing,referential,,,,,,,,,,,,,
09_non_pharmaceutical_interventions,policy_type,COVID-19 Datahub Type for Contact Tracing Policy or testing,characteristic,,policy_code,,,,,,,,,,,
10_population_studies,sero_prevalence,Ratio of the studied population showing positive results in antibody tests indicating previous infection of vaccination against the pathogen.,indicator,people/people,,"source, geo_code",,,,,,,,TRUE,sero_prevalence,"by study, by study_type"
10_population_studies,studied_population,Size of the studied population,observation,people,,"source, geo_code",,,,,,,,TRUE,studied_population,"by study, by study_type"
10_population_studies,study_data_quality,data quality evaluation of the study,not characteristic,,,,,,,,,,,,,
10_population_studies,study_estimate_grade,Geographical scope of a study (free text),not characteristic,,,,,,,,,,,,,
10_population_studies,study_estimate_name,Name of a study estimation (time series will only be produced for estimates with the same estimate_name),characteristic,,,,,,,,,,,,,
10_population_studies,study_name,Name of a scientific study,not characteristic,,,,,,,,,,,,,
10_population_studies,study_publication_date,Date of publication of a study,not characteristic,,,,,,,,,,,,,
10_population_studies,study_source_name,Source of a study,not characteristic,,,,,,,,,,,,,
10_population_studies,study_source_type,"Type of source for a study (Preprint, journal, media, etc)",not characteristic,,,,,,,,,,,,,
10_population_studies,study_type,Type of a study (methodology),not characteristic,,,,,,,,,,,,,
10_population_studies,study_url,Url of the otiginal study,not characteristic,,,,,,,,,,,,,
11_social_and_mass_media,article_count,Number of mass media or social media articles by publication date over a particular topic. These articles are classified using Machine learning algorithms on several public health topics,observation,qty,,"source, geo_code,sentiment,emotion,aspect,sub_topic",,,,,,,,TRUE,article_count,"by topic, sentiment, emotion and suggestion"
11_social_and_mass_media,article_created_at,,private,,,,,,,,,,,,,
11_social_and_mass_media,article_id,,observation,comma list,,"source, geo_code",,,,TRUE,,,,,,
11_social_and_mass_media,article_language,,characteristic,,,,,,,,,,,,,
11_social_and_mass_media,article_text,,private,,,,,,,,,,,,,
11_social_and_mass_media,aspect,,characteristic,,,,,,,,,,,,,
11_social_and_mass_media,cum_article_count,Cummulative number of mass media or social media articles by publication date over a particular topic. These articles are classified using Machine learning algorithms on several public health topics,observation,qty,,"source, geo_code,sentiment,emotion,aspect,sub_topic","cum_articles(reporting_period, article_count)",,article_count,,,,,,article_count,time aggregation
11_social_and_mass_media,emotion,,characteristic,,,,,,,,,,,,,
11_social_and_mass_media,is_suggestion,,characteristic,,,,,,,,,,,,,
11_social_and_mass_media,sentiment,,characteristic,,,,,,,,,,,,,
11_social_and_mass_media,sub_topic,,characteristic,,,,,,,,,,,,,
11_social_and_mass_media,suggestion,,characteristic,,,,,,,,,,,,,
11_social_and_mass_media,topic,,characteristic,,,,,,,,,,,,,
12_transport,incoming_flights,Number of international incoming flights per country. This value does not represent the total number of flights but a sample provided by a tracking system.,observation,qty,,"source, geo_code",,,,,,,,TRUE,incoming_flights,
13_referential,age_group,,characteristic,range,,,,,,,,,,,,
13_referential,alias_group,A label for grouping aliases for the same variable,not characteristic,,,,,,,,,,,,,
13_referential,country_name,Name of a Country,referential_alias,,geo_code,source,,geo_name,,,,,"[{""variable"": ""geo_level"", ""value"": ""country""},{""variable"":""alias_group"", ""value"":""country_name""}]",,,
13_referential,country_of_origin,Name of a geographic entity,referential_label,,country_of_origin_code,source,,,,,,,,,,
13_referential,country_of_origin_code,Two letters ISO code for origin countries,referential,,,source,,,,,,,,,,
13_referential,created_on,Creation date of the current row,not characteristic,,,,,,,,,,,,,
13_referential,data_quality,"An indication of the fiability of the data. It can be official data, estimation, compilation, etc.",not characteristic,,,,,,,,,,,,,
13_referential,file,File name of an input file during data integration,not characteristic,,,,,,,,,,,,,
13_referential,gender_alias,,referential_alias,,gender_code,,,,,,,,,,,
13_referential,gender_code,,referential,,,,,,,,,,,,,
13_referential,gender_name,,referential_label,,gender_code,,,,,,,,,,,
13_referential,geo_airport_code,International airport identifier,referential_alias,,geo_code,,,,,,,,"[{""variable"": ""geo_level"", ""value"": ""country""},{""variable"":""alias_group"", ""value"":""iso_2""}]",,,
13_referential,geo_airport_origin_code,International airport identifier for origin countries,referential_alias,,country_of_origin_code,"source, country_of_origin_code",,,,,,,"[{""variable"": ""geo_level"", ""value"": ""country""},{""variable"":""alias_group"", ""value"":""iso_origin_2""}]",,,
13_referential,geo_code,Unique code for identifying geographic entities,geo_referential,,,source,,,,,,,,,,
13_referential,geo_level,"Geographical level, e.g. Country, NUTS_1, NUTS_2, NUTS_3",characteristic,,geo_code,source,,,,,,,,,,
13_referential,geo_local_code,Unique geographical code within a particular source,referential_alias,,geo_code,source,,,,,,,"[{""variable"":""alias_group"", ""value"":""local_code""}]",,,
13_referential,geo_name,Name of a geographic entity,referential_label,,"geo_code, geo_parent",source,,,,,,,,,,
13_referential,geo_parent,Code of the parent of a geographic location,referential_parent,,geo_code,source,,,,,,,,,,
13_referential,isco_08_code,International Standard Classification of Occupations Code,referential,,,,,,,,,,,,,
13_referential,isco_08_code_to_pop_type,,referential_alias,,population_type,,,,,,,,,,,
13_referential,isco_08_label,International Standard Classification of Occupations Name,referential_label,,isco_08_code,,,,,,,,,,,
13_referential,iso_country_code_2,Two letters ISO code for countries,referential,,,source,,geo_code,,,,,"[{""variable"": ""geo_level"", ""value"": ""country""},{""variable"":""alias_group"", ""value"":""iso_2""}]",,,
13_referential,iso_country_code_3,Three letters ISO code for countries,referential_alias,,geo_code,source,,,,,,,"[{""variable"": ""geo_level"", ""value"": ""country""},{""variable"":""alias_group"", ""value"":""iso_3""}]",,,
13_referential,iso_country_origin_code_2,Two letters ISO code for origin countries,referential,,,source,,country_of_origin_code,,,,,"[{""variable"": ""geo_level"", ""value"": ""country""},{""variable"":""alias_group"", ""value"":""iso_origin_2""}]",,,
13_referential,line_number,Line of the file during data integration,not characteristic,,,,,,,,,,,,,
13_referential,period_type,"Type of period: ""date"", ""isoweek"", ""month"", ""instant"", ""year""",characteristic,,,,,,,,,,,,,
13_referential,population,Size of the population on a geographical location,observation,people,,"source, geo_code",,,,,,,"[{""variable"": ""case_status"", ""value"": null}, {""variable"": ""pathogen_code"", ""value"": null}, {""variable"": ""vaccination_status"", ""value"": null}, {""variable"": ""variant"", ""value"": null}, {""variable"": ""care_type"", ""value"": null}, {""variable"": ""bed_type"", ""value"": null}, {""variable"": ""test_type"", ""value"": null}, {""variable"": ""staff_type"", ""value"": null}, {""variable"": ""resource_type"", ""value"": null}]",TRUE,population,by population_type
13_referential,population_contact_tracers,,resource,people,,"source, geo_code","population_contact_tracers(reporting_period, population_phw)",population,,TRUE,"missing_real_data_2022, fx2023, missing_real_data_2022_c19datahub","age_group, gender_code, comorbidity_code, variant","[{""variable"": ""population_type"", ""value"": ""contact_tracers""}]",,,
13_referential,population_for_female,Population by Gender (Female),indicator,people,,"source, geo_code","population_for_female(reporting_date, population)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""case_status"", ""value"": null}, {""variable"": ""pathogen_code"", ""value"": null}, {""variable"": ""vaccination_status"", ""value"": null}, {""variable"": ""variant"", ""value"": null}, {""variable"": ""gender_code"", ""value"": ""F""}]",,,
13_referential,population_for_male,Population by Gender (Male),indicator,people,,"source, geo_code","population_for_male(reporting_date, population)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""case_status"", ""value"": null}, {""variable"": ""pathogen_code"", ""value"": null}, {""variable"": ""vaccination_status"", ""value"": null}, {""variable"": ""variant"", ""value"": null}, {""variable"": ""gender_code"", ""value"": ""M""}]",,,
13_referential,population_group,,referential_label,,population_type,,,,,,,,,,,
13_referential,population_hcw,,observation,people,,"source, geo_code","population_hcw(reporting_period, population)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""population_type"", ""value"": ""hcw""}]",,,
13_referential,population_hcw_admin_staff,,observation,people,,"source, geo_code","population_hcw_admin_staff(reporting_period, population_hcw)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant","[{""variable"": ""population_type"", ""value"": ""hcw_admin_staff""}]",,,
13_referential,population_hcw_doctors,,observation,people,,"source, geo_code","population_hcw_doctors(reporting_period, population_hcw)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant","[{""variable"": ""population_type"", ""value"": ""hcw_doctors""}]",,,
13_referential,population_hcw_emergency_responders,,observation,people,,"source, geo_code","population_hcw_emergency_responders(reporting_period, population_hcw)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant","[{""variable"": ""population_type"", ""value"": ""hcw_emergency_responders""}]",,,
13_referential,population_hcw_nurses,,observation,people,,"source, geo_code","population_hcw_nurses(reporting_period, population_hcw)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant","[{""variable"": ""population_type"", ""value"": ""hcw_nurses""}]",,,
13_referential,population_phw,,resource,people,,"source, geo_code","population_phw(reporting_period, population)",population,,TRUE,"missing_real_data_2022, fx2023, missing_real_data_2022_c19datahub","age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""population_type"", ""value"": ""phw""}]",,,
13_referential,population_size,,characteristic,people,,,,,,,,,,,,
13_referential,population_testers,,resource,people,,"source, geo_code","population_testers(reporting_period, population_hcw)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""population_type"", ""value"": ""testers""}]",,,
13_referential,population_type,,referential,,,,,,,,,,,,,
13_referential,population_with_comorbidity,Population with a comorbidity (underlying health condition),indicator,people,,"source, geo_code","population_with_comorbidity(reporting_date, population)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""case_status"", ""value"": null}, {""variable"": ""pathogen_code"", ""value"": null}, {""variable"": ""vaccination_status"", ""value"": null}, {""variable"": ""variant"", ""value"": null}, {""variable"": ""population_type"", ""value"": ""uhc""}]",,,
