Time;Age;country;indicator;synthetic_val;population
147;25-50;NL;Hospitalisations;314;5479579
147;25-50;NL;Deaths;18;5479579
147;25-50;NL;Vaccination;7468;5479579
147;25-50;NL;ICU admissions;60;5479579
147;25-50;NL;People in hospital;2123;5479579
147;25-50;NL;People in ICU;291;5479579
147;50+;DE;Cases;17575;37394315
147;50+;DE;Hospitalisations;199;37394315
147;50+;DE;Deaths;4;37394315
147;50+;DE;Vaccination;46135;37394315
147;50+;DE;ICU admissions;6;37394315
147;50+;DE;People in hospital;1680;37394315
147;50+;DE;People in ICU;97;37394315
147;50+;NL;Cases;3297;7144884
147;50+;NL;Hospitalisations;62;7144884
147;50+;NL;Deaths;1;7144884
147;50+;NL;Vaccination;9043;7144884
147;50+;NL;ICU admissions;4;7144884
147;50+;NL;People in hospital;433;7144884
147;50+;NL;People in ICU;33;7144884
147;<25;DE;Cases;26132;19905065
147;<25;DE;Hospitalisations;408;19905065
147;<25;DE;Deaths;0;19905065
147;<25;DE;Vaccination;27083;19905065
147;<25;DE;ICU admissions;5;19905065
147;<25;DE;People in hospital;2505;19905065
147;<25;DE;People in ICU;17;19905065
147;<25;NL;Cases;7312;4850952
147;<25;NL;Hospitalisations;125;4850952
147;<25;NL;Deaths;0;4850952
147;<25;NL;Vaccination;5618;4850952
147;<25;NL;ICU admissions;1;4850952
147;<25;NL;People in hospital;521;4850952
147;<25;NL;People in ICU;3;4850952
148;25-50;DE;Cases;30076;25855651
148;25-50;DE;Hospitalisations;1481;25855651
148;25-50;DE;Deaths;94;25855651
148;25-50;DE;Vaccination;37730;25855651
148;25-50;DE;ICU admissions;226;25855651
148;25-50;DE;People in hospital;11127;25855651
148;25-50;DE;People in ICU;1281;25855651
148;25-50;NL;Cases;5347;5479579
148;25-50;NL;Hospitalisations;286;5479579
148;25-50;NL;Deaths;19;5479579
148;25-50;NL;Vaccination;7209;5479579
148;25-50;NL;ICU admissions;37;5479579
148;25-50;NL;People in hospital;1715;5479579
148;25-50;NL;People in ICU;269;5479579
148;50+;DE;Cases;12359;37394315
148;50+;DE;Hospitalisations;287;37394315
148;50+;DE;Deaths;5;37394315
148;50+;DE;Vaccination;62589;37394315
148;50+;DE;ICU admissions;14;37394315
148;50+;DE;People in hospital;2435;37394315
148;50+;DE;People in ICU;119;37394315
148;50+;NL;Cases;1958;7144884
148;50+;NL;Hospitalisations;32;7144884
148;50+;NL;Deaths;1;7144884
148;50+;NL;Vaccination;10463;7144884
148;50+;NL;ICU admissions;3;7144884
148;50+;NL;People in hospital;417;7144884
148;50+;NL;People in ICU;26;7144884
148;<25;DE;Cases;32338;19905065
148;<25;DE;Hospitalisations;620;19905065
148;<25;DE;Deaths;1;19905065
148;<25;DE;Vaccination;32812;19905065
148;<25;DE;ICU admissions;4;19905065
148;<25;DE;People in hospital;3007;19905065
148;<25;DE;People in ICU;24;19905065
148;<25;NL;Cases;10806;4850952
148;<25;NL;Hospitalisations;123;4850952
148;<25;NL;Deaths;0;4850952
148;<25;NL;Vaccination;6731;4850952
148;<25;NL;ICU admissions;1;4850952
148;<25;NL;People in hospital;535;4850952
148;<25;NL;People in ICU;6;4850952
149;25-50;DE;Cases;43982;25855651
149;25-50;DE;Hospitalisations;1486;25855651
149;25-50;DE;Deaths;125;25855651
149;25-50;DE;Vaccination;30674;25855651
149;25-50;DE;ICU admissions;155;25855651
149;25-50;DE;People in hospital;10551;25855651
149;25-50;DE;People in ICU;1503;25855651
149;25-50;NL;Cases;6102;5479579
149;25-50;NL;Hospitalisations;235;5479579
149;25-50;NL;Deaths;21;5479579
149;25-50;NL;Vaccination;7179;5479579
149;25-50;NL;ICU admissions;48;5479579
149;25-50;NL;People in hospital;1953;5479579
149;25-50;NL;People in ICU;306;5479579
149;50+;DE;Cases;17192;37394315
149;50+;DE;Hospitalisations;328;37394315
149;50+;DE;Deaths;7;37394315
149;50+;DE;Vaccination;65327;37394315
149;50+;DE;ICU admissions;8;37394315
149;50+;DE;People in hospital;1817;37394315
149;50+;DE;People in ICU;112;37394315
149;50+;NL;Cases;4574;7144884
149;50+;NL;Hospitalisations;47;7144884
149;50+;NL;Deaths;2;7144884
149;50+;NL;Vaccination;9763;7144884
149;50+;NL;ICU admissions;1;7144884
149;50+;NL;People in hospital;387;7144884
149;50+;NL;People in ICU;13;7144884
149;<25;DE;Cases;37175;19905065
149;<25;DE;Hospitalisations;439;19905065
149;<25;DE;Deaths;0;19905065
149;<25;DE;Vaccination;26903;19905065
149;<25;DE;ICU admissions;5;19905065
149;<25;DE;People in hospital;2750;19905065
149;<25;DE;People in ICU;30;19905065
149;<25;NL;Cases;10657;4850952
149;<25;NL;Hospitalisations;152;4850952
149;<25;NL;Deaths;0;4850952
149;<25;NL;Vaccination;6582;4850952
149;<25;NL;ICU admissions;1;4850952
149;<25;NL;People in hospital;698;4850952
149;<25;NL;People in ICU;4;4850952
150;25-50;DE;Cases;42796;25855651
150;25-50;DE;Hospitalisations;1581;25855651
150;25-50;DE;Deaths;180;25855651
150;25-50;DE;Vaccination;42329;25855651
150;25-50;DE;ICU admissions;181;25855651
150;25-50;DE;People in hospital;9708;25855651
150;25-50;DE;People in ICU;1597;25855651
150;25-50;NL;Cases;8401;5479579
150;25-50;NL;Hospitalisations;295;5479579
150;25-50;NL;Deaths;34;5479579
150;25-50;NL;Vaccination;7613;5479579
150;25-50;NL;ICU admissions;40;5479579
150;25-50;NL;People in hospital;2102;5479579
150;25-50;NL;People in ICU;332;5479579
150;50+;DE;Cases;16080;37394315
150;50+;DE;Hospitalisations;170;37394315
150;50+;DE;Deaths;5;37394315
150;50+;DE;Vaccination;44222;37394315
150;50+;DE;ICU admissions;16;37394315
150;50+;DE;People in hospital;2200;37394315
150;50+;DE;People in ICU;144;37394315
150;50+;NL;Cases;5904;7144884
150;50+;NL;Hospitalisations;67;7144884
150;50+;NL;Deaths;1;7144884
150;50+;NL;Vaccination;9286;7144884
150;50+;NL;ICU admissions;4;7144884
150;50+;NL;People in hospital;501;7144884
150;50+;NL;People in ICU;21;7144884
150;<25;DE;Cases;41116;19905065
150;<25;DE;Hospitalisations;631;19905065
150;<25;DE;Deaths;0;19905065
150;<25;DE;Vaccination;29692;19905065
150;<25;DE;ICU admissions;5;19905065
150;<25;DE;People in hospital;2359;19905065
150;<25;DE;People in ICU;20;19905065
150;<25;NL;Cases;6667;4850952
150;<25;NL;Hospitalisations;193;4850952
150;<25;NL;Deaths;0;4850952
150;<25;NL;Vaccination;5721;4850952
150;<25;NL;ICU admissions;0;4850952
150;<25;NL;People in hospital;693;4850952
150;<25;NL;People in ICU;9;4850952
151;25-50;DE;Cases;42351;25855651
151;25-50;DE;Hospitalisations;1976;25855651
151;25-50;DE;Deaths;167;25855651
151;25-50;DE;Vaccination;36104;25855651
151;25-50;DE;ICU admissions;193;25855651
151;25-50;DE;People in hospital;10977;25855651
151;25-50;DE;People in ICU;1833;25855651
151;25-50;NL;Cases;8898;5479579
151;25-50;NL;Hospitalisations;283;5479579
151;25-50;NL;Deaths;27;5479579
151;25-50;NL;Vaccination;8254;5479579
151;25-50;NL;ICU admissions;59;5479579
151;25-50;NL;People in hospital;2247;5479579
151;25-50;NL;People in ICU;339;5479579
151;50+;DE;Cases;29512;37394315
151;50+;DE;Hospitalisations;333;37394315
151;50+;DE;Deaths;8;37394315
151;50+;DE;Vaccination;56682;37394315
151;50+;DE;ICU admissions;18;37394315
151;50+;DE;People in hospital;2479;37394315
151;50+;DE;People in ICU;126;37394315
151;50+;NL;Cases;5020;7144884
151;50+;NL;Hospitalisations;55;7144884
151;50+;NL;Deaths;0;7144884
151;50+;NL;Vaccination;9371;7144884
151;50+;NL;ICU admissions;1;7144884
151;50+;NL;People in hospital;527;7144884
151;50+;NL;People in ICU;34;7144884
151;<25;DE;Cases;29799;19905065
151;<25;DE;Hospitalisations;707;19905065
151;<25;DE;Deaths;0;19905065
151;<25;DE;Vaccination;29833;19905065
151;<25;DE;ICU admissions;6;19905065
151;<25;DE;People in hospital;2522;19905065
151;<25;DE;People in ICU;24;19905065
151;<25;NL;Cases;10161;4850952
151;<25;NL;Hospitalisations;148;4850952
151;<25;NL;Deaths;0;4850952
151;<25;NL;Vaccination;5461;4850952
151;<25;NL;ICU admissions;2;4850952
151;<25;NL;People in hospital;775;4850952
151;<25;NL;People in ICU;8;4850952
152;25-50;DE;Cases;42987;25855651
152;25-50;DE;Hospitalisations;1601;25855651
152;25-50;DE;Deaths;90;25855651
152;25-50;DE;Vaccination;37171;25855651
152;25-50;DE;ICU admissions;265;25855651
152;25-50;DE;People in hospital;8302;25855651
152;25-50;DE;People in ICU;2147;25855651
152;25-50;NL;Cases;4140;5479579
152;25-50;NL;Hospitalisations;359;5479579
152;25-50;NL;Deaths;29;5479579
152;25-50;NL;Vaccination;8843;5479579
152;25-50;NL;ICU admissions;57;5479579
152;25-50;NL;People in hospital;2917;5479579
152;25-50;NL;People in ICU;378;5479579
152;50+;DE;Cases;32312;37394315
152;50+;DE;Hospitalisations;364;37394315
152;50+;DE;Deaths;8;37394315
152;50+;DE;Vaccination;51115;37394315
152;50+;DE;ICU admissions;13;37394315
152;50+;DE;People in hospital;2885;37394315
152;50+;DE;People in ICU;136;37394315
152;50+;NL;Cases;6713;7144884
152;50+;NL;Hospitalisations;75;7144884
152;50+;NL;Deaths;0;7144884
152;50+;NL;Vaccination;8662;7144884
152;50+;NL;ICU admissions;3;7144884
152;50+;NL;People in hospital;561;7144884
152;50+;NL;People in ICU;20;7144884
152;<25;DE;Cases;52937;19905065
152;<25;DE;Hospitalisations;727;19905065
152;<25;DE;Deaths;2;19905065
152;<25;DE;Vaccination;28719;19905065
152;<25;DE;ICU admissions;8;19905065
152;<25;DE;People in hospital;3595;19905065
152;<25;DE;People in ICU;22;19905065
152;<25;NL;Cases;15629;4850952
152;<25;NL;Hospitalisations;179;4850952
152;<25;NL;Deaths;0;4850952
152;<25;NL;Vaccination;7517;4850952
152;<25;NL;ICU admissions;2;4850952
152;<25;NL;People in hospital;751;4850952
152;<25;NL;People in ICU;6;4850952
153;25-50;DE;Cases;41569;25855651
153;25-50;DE;Hospitalisations;2054;25855651
153;25-50;DE;Deaths;173;25855651
153;25-50;DE;Vaccination;37578;25855651
153;25-50;DE;ICU admissions;272;25855651
153;25-50;DE;People in hospital;10206;25855651
153;25-50;DE;People in ICU;1889;25855651
153;25-50;NL;Cases;9348;5479579
153;25-50;NL;Hospitalisations;405;5479579
153;25-50;NL;Deaths;42;5479579
153;25-50;NL;Vaccination;8169;5479579
153;25-50;NL;ICU admissions;76;5479579
153;25-50;NL;People in hospital;2367;5479579
153;25-50;NL;People in ICU;352;5479579
153;50+;DE;Cases;25620;37394315
153;50+;DE;Hospitalisations;417;37394315
153;50+;DE;Deaths;6;37394315
153;50+;DE;Vaccination;67434;37394315
153;50+;DE;ICU admissions;19;37394315
153;50+;DE;People in hospital;2733;37394315
153;50+;DE;People in ICU;136;37394315
153;50+;NL;Cases;7942;7144884
153;50+;NL;Hospitalisations;76;7144884
153;50+;NL;Deaths;2;7144884
153;50+;NL;Vaccination;9800;7144884
153;50+;NL;ICU admissions;3;7144884
153;50+;NL;People in hospital;574;7144884
153;50+;NL;People in ICU;26;7144884
153;<25;DE;Cases;61886;19905065
153;<25;DE;Hospitalisations;1047;19905065
153;<25;DE;Deaths;0;19905065
153;<25;DE;Vaccination;30718;19905065
153;<25;DE;ICU admissions;5;19905065
153;<25;DE;People in hospital;4351;19905065
153;<25;DE;People in ICU;21;19905065
153;<25;NL;Cases;10190;4850952
153;<25;NL;Hospitalisations;223;4850952
153;<25;NL;Deaths;0;4850952
153;<25;NL;Vaccination;6497;4850952
153;<25;NL;ICU admissions;2;4850952
153;<25;NL;People in hospital;845;4850952
153;<25;NL;People in ICU;5;4850952
154;25-50;DE;Cases;39855;25855651
154;25-50;DE;Hospitalisations;2020;25855651
154;25-50;DE;Deaths;148;25855651
154;25-50;DE;Vaccination;28676;25855651
154;25-50;DE;ICU admissions;187;25855651
154;25-50;DE;People in hospital;11829;25855651
154;25-50;DE;People in ICU;2099;25855651
154;25-50;NL;Cases;7385;5479579
154;25-50;NL;Hospitalisations;501;5479579
154;25-50;NL;Deaths;27;5479579
154;25-50;NL;Vaccination;7151;5479579
154;25-50;NL;ICU admissions;39;5479579
154;25-50;NL;People in hospital;2809;5479579
154;25-50;NL;People in ICU;470;5479579
154;50+;DE;Cases;28134;37394315
154;50+;DE;Hospitalisations;383;37394315
154;50+;DE;Deaths;3;37394315
154;50+;DE;Vaccination;71920;37394315
154;50+;DE;ICU admissions;13;37394315
154;50+;DE;People in hospital;3748;37394315
154;50+;DE;People in ICU;154;37394315
154;50+;NL;Cases;6981;7144884
154;50+;NL;Hospitalisations;91;7144884
154;50+;NL;Deaths;0;7144884
154;50+;NL;Vaccination;10987;7144884
154;50+;NL;ICU admissions;1;7144884
154;50+;NL;People in hospital;501;7144884
154;50+;NL;People in ICU;18;7144884
154;<25;DE;Cases;66405;19905065
154;<25;DE;Hospitalisations;1036;19905065
154;<25;DE;Deaths;0;19905065
154;<25;DE;Vaccination;28526;19905065
154;<25;DE;ICU admissions;4;19905065
154;<25;DE;People in hospital;4730;19905065
154;<25;DE;People in ICU;31;19905065
154;<25;NL;Cases;18479;4850952
154;<25;NL;Hospitalisations;163;4850952
154;<25;NL;Deaths;0;4850952
154;<25;NL;Vaccination;7122;4850952
154;<25;NL;ICU admissions;3;4850952
154;<25;NL;People in hospital;1037;4850952
154;<25;NL;People in ICU;3;4850952
155;25-50;DE;Cases;57304;25855651
155;25-50;DE;Hospitalisations;2766;25855651
155;25-50;DE;Deaths;324;25855651
155;25-50;DE;Vaccination;39195;25855651
155;25-50;DE;ICU admissions;247;25855651
155;25-50;DE;People in hospital;13372;25855651
155;25-50;DE;People in ICU;1927;25855651
155;25-50;NL;Cases;10494;5479579
155;25-50;NL;Hospitalisations;592;5479579
155;25-50;NL;Deaths;38;5479579
155;25-50;NL;Vaccination;6606;5479579
155;25-50;NL;ICU admissions;45;5479579
155;25-50;NL;People in hospital;3162;5479579
155;25-50;NL;People in ICU;405;5479579
155;50+;DE;Cases;40366;37394315
155;50+;DE;Hospitalisations;516;37394315
155;50+;DE;Deaths;3;37394315
155;50+;DE;Vaccination;53917;37394315
155;50+;DE;ICU admissions;15;37394315
155;50+;DE;People in hospital;3337;37394315
155;50+;DE;People in ICU;154;37394315
155;50+;NL;Cases;5201;7144884
155;50+;NL;Hospitalisations;111;7144884
155;50+;NL;Deaths;3;7144884
155;50+;NL;Vaccination;8604;7144884
155;50+;NL;ICU admissions;0;7144884
155;50+;NL;People in hospital;671;7144884
155;50+;NL;People in ICU;20;7144884
155;<25;DE;Cases;53732;19905065
155;<25;DE;Hospitalisations;1110;19905065
155;<25;DE;Deaths;1;19905065
155;<25;DE;Vaccination;36328;19905065
155;<25;DE;ICU admissions;10;19905065
155;<25;DE;People in hospital;4867;19905065
155;<25;DE;People in ICU;11;19905065
155;<25;NL;Cases;20048;4850952
155;<25;NL;Hospitalisations;233;4850952
155;<25;NL;Deaths;0;4850952
155;<25;NL;Vaccination;6709;4850952
155;<25;NL;ICU admissions;3;4850952
155;<25;NL;People in hospital;931;4850952
155;<25;NL;People in ICU;4;4850952
156;25-50;DE;Cases;81625;25855651
156;25-50;DE;Hospitalisations;1919;25855651
156;25-50;DE;Deaths;266;25855651
156;25-50;DE;Vaccination;38819;25855651
156;25-50;DE;ICU admissions;168;25855651
156;25-50;DE;People in hospital;19724;25855651
156;25-50;DE;People in ICU;1920;25855651
156;25-50;NL;Cases;12787;5479579
156;25-50;NL;Hospitalisations;648;5479579
156;25-50;NL;Deaths;50;5479579
156;25-50;NL;Vaccination;7068;5479579
156;25-50;NL;ICU admissions;54;5479579
156;25-50;NL;People in hospital;2931;5479579
156;25-50;NL;People in ICU;472;5479579
156;50+;DE;Cases;44241;37394315
156;50+;DE;Hospitalisations;583;37394315
156;50+;DE;Deaths;2;37394315
156;50+;DE;Vaccination;57986;37394315
156;50+;DE;ICU admissions;13;37394315
156;50+;DE;People in hospital;3823;37394315
156;50+;DE;People in ICU;157;37394315
156;50+;NL;Cases;10564;7144884
156;50+;NL;Hospitalisations;92;7144884
156;50+;NL;Deaths;1;7144884
156;50+;NL;Vaccination;10595;7144884
156;50+;NL;ICU admissions;3;7144884
156;50+;NL;People in hospital;533;7144884
156;50+;NL;People in ICU;35;7144884
156;<25;DE;Cases;57123;19905065
156;<25;DE;Hospitalisations;1111;19905065
156;<25;DE;Deaths;1;19905065
156;<25;DE;Vaccination;35281;19905065
156;<25;DE;ICU admissions;5;19905065
156;<25;DE;People in hospital;5173;19905065
156;<25;DE;People in ICU;18;19905065
156;<25;NL;Cases;7623;4850952
156;<25;NL;Hospitalisations;218;4850952
156;<25;NL;Deaths;0;4850952
156;<25;NL;Vaccination;6571;4850952
156;<25;NL;ICU admissions;1;4850952
156;<25;NL;People in hospital;1320;4850952
156;<25;NL;People in ICU;9;4850952
157;25-50;DE;Cases;62445;25855651
157;25-50;DE;Hospitalisations;2660;25855651
157;25-50;DE;Deaths;368;25855651
157;25-50;DE;Vaccination;46414;25855651
157;25-50;DE;ICU admissions;173;25855651
157;25-50;DE;People in hospital;12417;25855651
157;25-50;DE;People in ICU;2109;25855651
157;25-50;NL;Cases;15149;5479579
157;25-50;NL;Hospitalisations;661;5479579
157;25-50;NL;Deaths;71;5479579
157;25-50;NL;Vaccination;8366;5479579
157;25-50;NL;ICU admissions;36;5479579
157;25-50;NL;People in hospital;3837;5479579
157;25-50;NL;People in ICU;438;5479579
157;50+;DE;Cases;49916;37394315
157;50+;DE;Hospitalisations;601;37394315
157;50+;DE;Deaths;6;37394315
157;50+;DE;Vaccination;75769;37394315
157;50+;DE;ICU admissions;19;37394315
157;50+;DE;People in hospital;3491;37394315
157;50+;DE;People in ICU;146;37394315
157;50+;NL;Cases;8182;7144884
157;50+;NL;Hospitalisations;132;7144884
157;50+;NL;Deaths;1;7144884
157;50+;NL;Vaccination;9697;7144884
157;50+;NL;ICU admissions;3;7144884
157;50+;NL;People in hospital;643;7144884
157;50+;NL;People in ICU;31;7144884
157;<25;DE;Cases;91877;19905065
157;<25;DE;Hospitalisations;1303;19905065
157;<25;DE;Deaths;0;19905065
157;<25;DE;Vaccination;30559;19905065
157;<25;DE;ICU admissions;8;19905065
157;<25;DE;People in hospital;5802;19905065
157;<25;DE;People in ICU;26;19905065
157;<25;NL;Cases;19635;4850952
157;<25;NL;Hospitalisations;365;4850952
157;<25;NL;Deaths;0;4850952
157;<25;NL;Vaccination;6262;4850952
157;<25;NL;ICU admissions;2;4850952
157;<25;NL;People in hospital;927;4850952
157;<25;NL;People in ICU;9;4850952
158;25-50;DE;Cases;60179;25855651
158;25-50;DE;Hospitalisations;3716;25855651
158;25-50;DE;Deaths;453;25855651
158;25-50;DE;Vaccination;38848;25855651
158;25-50;DE;ICU admissions;241;25855651
158;25-50;DE;People in hospital;18736;25855651
158;25-50;DE;People in ICU;1738;25855651
158;25-50;NL;Cases;22444;5479579
158;25-50;NL;Hospitalisations;850;5479579
158;25-50;NL;Deaths;85;5479579
158;25-50;NL;Vaccination;7479;5479579
158;25-50;NL;ICU admissions;30;5479579
158;25-50;NL;People in hospital;3838;5479579
158;25-50;NL;People in ICU;440;5479579
158;50+;DE;Cases;39224;37394315
158;50+;DE;Hospitalisations;807;37394315
158;50+;DE;Deaths;9;37394315
158;50+;DE;Vaccination;64644;37394315
158;50+;DE;ICU admissions;22;37394315
158;50+;DE;People in hospital;4697;37394315
158;50+;DE;People in ICU;152;37394315
158;50+;NL;Cases;10961;7144884
158;50+;NL;Hospitalisations;146;7144884
158;50+;NL;Deaths;2;7144884
158;50+;NL;Vaccination;9479;7144884
158;50+;NL;ICU admissions;5;7144884
158;50+;NL;People in hospital;681;7144884
158;50+;NL;People in ICU;13;7144884
158;<25;DE;Cases;72584;19905065
158;<25;DE;Hospitalisations;890;19905065
158;<25;DE;Deaths;0;19905065
158;<25;DE;Vaccination;20490;19905065
158;<25;DE;ICU admissions;17;19905065
158;<25;DE;People in hospital;5920;19905065
158;<25;DE;People in ICU;37;19905065
158;<25;NL;Cases;11074;4850952
158;<25;NL;Hospitalisations;299;4850952
158;<25;NL;Deaths;0;4850952
158;<25;NL;Vaccination;6374;4850952
158;<25;NL;ICU admissions;4;4850952
158;<25;NL;People in hospital;1406;4850952
158;<25;NL;People in ICU;6;4850952
159;25-50;DE;Cases;60199;25855651
159;25-50;DE;Hospitalisations;3369;25855651
159;25-50;DE;Deaths;484;25855651
159;25-50;DE;Vaccination;42803;25855651
159;25-50;DE;ICU admissions;176;25855651
159;25-50;DE;People in hospital;17692;25855651
159;25-50;DE;People in ICU;1815;25855651
159;25-50;NL;Cases;24479;5479579
159;25-50;NL;Hospitalisations;917;5479579
159;25-50;NL;Deaths;59;5479579
159;25-50;NL;Vaccination;7443;5479579
159;25-50;NL;ICU admissions;31;5479579
159;25-50;NL;People in hospital;4679;5479579
159;25-50;NL;People in ICU;466;5479579
159;50+;DE;Cases;48672;37394315
159;50+;DE;Hospitalisations;522;37394315
159;50+;DE;Deaths;5;37394315
159;50+;DE;Vaccination;67804;37394315
159;50+;DE;ICU admissions;15;37394315
159;50+;DE;People in hospital;4965;37394315
159;50+;DE;People in ICU;152;37394315
159;50+;NL;Cases;12398;7144884
159;50+;NL;Hospitalisations;101;7144884
159;50+;NL;Deaths;2;7144884
159;50+;NL;Vaccination;9876;7144884
159;50+;NL;ICU admissions;3;7144884
159;50+;NL;People in hospital;866;7144884
159;50+;NL;People in ICU;23;7144884
159;<25;DE;Cases;53524;19905065
159;<25;DE;Hospitalisations;1572;19905065
159;<25;DE;Deaths;2;19905065
159;<25;DE;Vaccination;28213;19905065
159;<25;DE;ICU admissions;12;19905065
159;<25;DE;People in hospital;5863;19905065
159;<25;DE;People in ICU;34;19905065
159;<25;NL;Cases;16355;4850952
159;<25;NL;Hospitalisations;371;4850952
159;<25;NL;Deaths;0;4850952
159;<25;NL;Vaccination;6054;4850952
159;<25;NL;ICU admissions;0;4850952
159;<25;NL;People in hospital;1493;4850952
159;<25;NL;People in ICU;8;4850952
160;25-50;DE;Cases;70403;25855651
160;25-50;DE;Hospitalisations;3250;25855651
160;25-50;DE;Deaths;453;25855651
160;25-50;DE;Vaccination;43386;25855651
160;25-50;DE;ICU admissions;194;25855651
160;25-50;DE;People in hospital;21025;25855651
160;25-50;DE;People in ICU;1821;25855651
160;25-50;NL;Cases;25301;5479579
160;25-50;NL;Hospitalisations;1015;5479579
160;25-50;NL;Deaths;113;5479579
160;25-50;NL;Vaccination;8192;5479579
160;25-50;NL;ICU admissions;38;5479579
160;25-50;NL;People in hospital;4985;5479579
160;25-50;NL;People in ICU;489;5479579
160;50+;DE;Cases;78449;37394315
160;50+;DE;Hospitalisations;487;37394315
160;50+;DE;Deaths;4;37394315
160;50+;DE;Vaccination;57346;37394315
160;50+;DE;ICU admissions;34;37394315
160;50+;DE;People in hospital;4762;37394315
160;50+;DE;People in ICU;166;37394315
160;50+;NL;Cases;21058;7144884
160;50+;NL;Hospitalisations;141;7144884
160;50+;NL;Deaths;3;7144884
160;50+;NL;Vaccination;11553;7144884
160;50+;NL;ICU admissions;2;7144884
160;50+;NL;People in hospital;868;7144884
160;50+;NL;People in ICU;33;7144884
160;<25;DE;Cases;70885;19905065
160;<25;DE;Hospitalisations;1980;19905065
160;<25;DE;Deaths;0;19905065
160;<25;DE;Vaccination;22815;19905065
160;<25;DE;ICU admissions;8;19905065
160;<25;DE;People in hospital;6213;19905065
160;<25;DE;People in ICU;45;19905065
160;<25;NL;Cases;31196;4850952
160;<25;NL;Hospitalisations;315;4850952
160;<25;NL;Deaths;0;4850952
160;<25;NL;Vaccination;7588;4850952
160;<25;NL;ICU admissions;4;4850952
160;<25;NL;People in hospital;1591;4850952
160;<25;NL;People in ICU;5;4850952
161;25-50;DE;Cases;74935;25855651
161;25-50;DE;Hospitalisations;3696;25855651
161;25-50;DE;Deaths;468;25855651
161;25-50;DE;Vaccination;44918;25855651
161;25-50;DE;ICU admissions;208;25855651
161;25-50;DE;People in hospital;18338;25855651
161;25-50;DE;People in ICU;1878;25855651
161;25-50;NL;Cases;25365;5479579
161;25-50;NL;Hospitalisations;811;5479579
161;25-50;NL;Deaths;104;5479579
161;25-50;NL;Vaccination;9190;5479579
161;25-50;NL;ICU admissions;36;5479579
161;25-50;NL;People in hospital;4246;5479579
161;25-50;NL;People in ICU;376;5479579
161;50+;DE;Cases;31441;37394315
161;50+;DE;Hospitalisations;555;37394315
161;50+;DE;Deaths;6;37394315
161;50+;DE;Vaccination;55272;37394315
161;50+;DE;ICU admissions;26;37394315
161;50+;DE;People in hospital;4971;37394315
161;50+;DE;People in ICU;168;37394315
161;50+;NL;Cases;12249;7144884
161;50+;NL;Hospitalisations;91;7144884
161;50+;NL;Deaths;2;7144884
161;50+;NL;Vaccination;11386;7144884
161;50+;NL;ICU admissions;4;7144884
161;50+;NL;People in hospital;1070;7144884
161;50+;NL;People in ICU;34;7144884
161;<25;DE;Cases;105483;19905065
161;<25;DE;Hospitalisations;1524;19905065
161;<25;DE;Deaths;2;19905065
161;<25;DE;Vaccination;28042;19905065
161;<25;DE;ICU admissions;15;19905065
161;<25;DE;People in hospital;6778;19905065
161;<25;DE;People in ICU;32;19905065
161;<25;NL;Cases;12272;4850952
161;<25;NL;Hospitalisations;558;4850952
161;<25;NL;Deaths;0;4850952
161;<25;NL;Vaccination;6004;4850952
161;<25;NL;ICU admissions;0;4850952
161;<25;NL;People in hospital;1243;4850952
161;<25;NL;People in ICU;13;4850952
162;25-50;DE;Cases;79629;25855651
162;25-50;DE;Hospitalisations;4357;25855651
162;25-50;DE;Deaths;620;25855651
162;25-50;DE;Vaccination;43505;25855651
162;25-50;DE;ICU admissions;190;25855651
162;25-50;DE;People in hospital;21257;25855651
162;25-50;DE;People in ICU;1745;25855651
162;25-50;NL;Cases;28166;5479579
162;25-50;NL;Hospitalisations;793;5479579
162;25-50;NL;Deaths;105;5479579
162;25-50;NL;Vaccination;7225;5479579
162;25-50;NL;ICU admissions;71;5479579
162;25-50;NL;People in hospital;4698;5479579
162;25-50;NL;People in ICU;429;5479579
162;50+;DE;Cases;96786;37394315
162;50+;DE;Hospitalisations;583;37394315
162;50+;DE;Deaths;18;37394315
162;50+;DE;Vaccination;73677;37394315
162;50+;DE;ICU admissions;18;37394315
162;50+;DE;People in hospital;6853;37394315
162;50+;DE;People in ICU;230;37394315
162;50+;NL;Cases;15764;7144884
162;50+;NL;Hospitalisations;144;7144884
162;50+;NL;Deaths;4;7144884
162;50+;NL;Vaccination;11765;7144884
162;50+;NL;ICU admissions;0;7144884
162;50+;NL;People in hospital;1121;7144884
162;50+;NL;People in ICU;28;7144884
162;<25;DE;Cases;161434;19905065
162;<25;DE;Hospitalisations;1567;19905065
162;<25;DE;Deaths;0;19905065
162;<25;DE;Vaccination;35641;19905065
162;<25;DE;ICU admissions;13;19905065
162;<25;DE;People in hospital;8424;19905065
162;<25;DE;People in ICU;61;19905065
162;<25;NL;Cases;19611;4850952
162;<25;NL;Hospitalisations;355;4850952
162;<25;NL;Deaths;0;4850952
162;<25;NL;Vaccination;7530;4850952
162;<25;NL;ICU admissions;1;4850952
162;<25;NL;People in hospital;1907;4850952
162;<25;NL;People in ICU;9;4850952
163;25-50;DE;Cases;153697;25855651
163;25-50;DE;Hospitalisations;4928;25855651
163;25-50;DE;Deaths;649;25855651
163;25-50;DE;Vaccination;40353;25855651
163;25-50;DE;ICU admissions;221;25855651
163;25-50;DE;People in hospital;24330;25855651
163;25-50;DE;People in ICU;1965;25855651
163;25-50;NL;Cases;25917;5479579
