Time,Age,model_val,synthetic_val,indicator,country
112,C,2.684062600004836,3,Hospitalisations,Netherlands
113,A,0.8755132999940543,1,Hospitalisations,Netherlands
113,B,3.1792370000039227,5,Hospitalisations,Netherlands
113,C,2.1923557999980403,2,Hospitalisations,Netherlands
114,A,0.7098744000104489,0,Hospitalisations,Netherlands
114,B,2.5851139999867883,4,Hospitalisations,Netherlands
114,C,1.7899640000105137,1,Hospitalisations,Netherlands
115,A,0.5754998999909731,0,Hospitalisations,Netherlands
115,B,2.101550999999745,3,Hospitalisations,Netherlands
115,C,1.4608375999960117,0,Hospitalisations,Netherlands
116,A,0.4665065000008326,0,Hospitalisations,Netherlands
116,B,1.70808300000499,2,Hospitalisations,Netherlands
116,C,1.191771099998732,1,Hospitalisations,Netherlands
117,A,0.378113900005701,1,Hospitalisations,Netherlands
117,B,1.3880049999861512,4,Hospitalisations,Netherlands
117,C,0.9719086999975843,2,Hospitalisations,Netherlands
118,A,0.3064384000026621,0,Hospitalisations,Netherlands
118,B,1.127693000016734,2,Hospitalisations,Netherlands
118,C,0.7923330000048736,0,Hospitalisations,Netherlands
119,A,0.24832619998778682,0,Hospitalisations,Netherlands
119,B,0.9160360000096262,0,Hospitalisations,Netherlands
119,C,0.6457240000017919,0,Hospitalisations,Netherlands
120,A,0.20121640000434127,0,Hospitalisations,Netherlands
120,B,0.7439779999840539,1,Hospitalisations,Netherlands
120,C,0.5260779999953229,1,Hospitalisations,Netherlands
121,A,0.16303039999911562,0,Hospitalisations,Netherlands
121,B,0.6041390000027604,0,Hospitalisations,Netherlands
121,C,0.42847339999570977,0,Hospitalisations,Netherlands
122,A,0.13208090000262018,0,Hospitalisations,Netherlands
122,B,0.49050899999565445,0,Hospitalisations,Netherlands
122,C,0.3488787999958731,0,Hospitalisations,Netherlands
123,A,0.10699919999751728,0,Hospitalisations,Netherlands
123,B,0.39819100001477636,0,Hospitalisations,Netherlands
123,C,0.28399300000455696,0,Hospitalisations,Netherlands
124,A,0.08667459999560378,0,Hospitalisations,Netherlands
124,B,0.3232039999857079,1,Hospitalisations,Netherlands
124,C,0.2311156000068877,0,Hospitalisations,Netherlands
125,A,0.07020620000548661,0,Hospitalisations,Netherlands
125,B,0.2623029999958817,0,Hospitalisations,Netherlands
125,C,0.1880373000021791,0,Hospitalisations,Netherlands
126,A,0.05686359999526758,0,Hospitalisations,Netherlands
126,B,0.21285000001080334,0,Hospitalisations,Netherlands
126,C,0.15295279999554623,0,Hospitalisations,Netherlands
127,A,0.04605410000658594,0,Hospitalisations,Netherlands
127,B,0.17270100000314415,0,Hospitalisations,Netherlands
127,C,0.12438660000043456,0,Hospitalisations,Netherlands
128,A,0.03729759999259841,0,Hospitalisations,Netherlands
128,B,0.14010699998470955,0,Hospitalisations,Netherlands
128,C,0.10113409999758005,0,Hospitalisations,Netherlands
129,A,0.030204600014258176,0,Hospitalisations,Netherlands
129,B,0.11365300000761636,0,Hospitalisations,Netherlands
129,C,0.08221160000539385,0,Hospitalisations,Netherlands
130,A,0.02445929999521468,0,Hospitalisations,Netherlands
130,B,0.09218400000827387,0,Hospitalisations,Netherlands
130,C,0.06681659999594558,0,Hospitalisations,Netherlands
131,A,0.01980599999660626,0,Hospitalisations,Netherlands
131,B,0.07476299998234026,0,Hospitalisations,Netherlands
131,C,0.05429450000519864,0,Hospitalisations,Netherlands
132,A,0.016037299996241927,0,Hospitalisations,Netherlands
132,B,0.060628000006545335,0,Hospitalisations,Netherlands
132,C,0.044111199997132644,0,Hospitalisations,Netherlands
133,A,0.012985300010768697,0,Hospitalisations,Netherlands
133,B,0.04916100000264123,0,Hospitalisations,Netherlands
133,C,0.035831899993354455,0,Hospitalisations,Netherlands
134,A,0.010513699991861358,0,Hospitalisations,Netherlands
134,B,0.0398599999898579,0,Hospitalisations,Netherlands
134,C,0.02910179999889806,0,Hospitalisations,Netherlands
135,A,0.008512300002621487,0,Hospitalisations,Netherlands
135,B,0.03231500001857057,0,Hospitalisations,Netherlands
135,C,0.023632199998246506,0,Hospitalisations,Netherlands
136,A,0.006891600001836196,0,Hospitalisations,Netherlands
136,B,0.02619599999161437,0,Hospitalisations,Netherlands
136,C,0.019187700003385544,0,Hospitalisations,Netherlands
137,A,0.005579399992711842,0,Hospitalisations,Netherlands
137,B,0.021234999992884696,0,Hospitalisations,Netherlands
137,C,0.0155767999967793,0,Hospitalisations,Netherlands
138,A,0.004516800006967969,0,Hospitalisations,Netherlands
138,B,0.01721200000611134,0,Hospitalisations,Netherlands
138,C,0.01264390000142157,0,Hospitalisations,Netherlands
139,A,0.00365659999079071,0,Hospitalisations,Netherlands
139,B,0.013949999993201345,0,Hospitalisations,Netherlands
139,C,0.010261700008413754,0,Hospitalisations,Netherlands
140,A,0.002960100013297051,0,Hospitalisations,Netherlands
140,B,0.011305000021820888,0,Hospitalisations,Netherlands
140,C,0.008327499992446974,0,Hospitalisations,Netherlands
141,A,0.002396199997747317,0,Hospitalisations,Netherlands
141,B,0.009161999973002821,0,Hospitalisations,Netherlands
141,C,0.00675690000934992,0,Hospitalisations,Netherlands
142,A,0.001939699999638833,0,Hospitalisations,Netherlands
142,B,0.007424000010360032,0,Hospitalisations,Netherlands
142,C,0.005481899992446415,0,Hospitalisations,Netherlands
143,A,0.0015700999938417226,0,Hospitalisations,Netherlands
143,B,0.006014999991748482,0,Hospitalisations,Netherlands
143,C,0.00444710000010673,0,Hospitalisations,Netherlands
144,A,0.0012710000009974465,0,Hospitalisations,Netherlands
144,B,0.004874000005656853,0,Hospitalisations,Netherlands
144,C,0.003607300008297898,0,Hospitalisations,Netherlands
145,A,0.001028700004098937,0,Hospitalisations,Netherlands
145,B,0.003947999997762963,0,Hospitalisations,Netherlands
145,C,0.002925599997979589,0,Hospitalisations,Netherlands
146,A,8.326999959535897e-4,0,Hospitalisations,Netherlands
146,B,0.0031989999988581985,0,Hospitalisations,Netherlands
146,C,0.0023726999934297055,0,Hospitalisations,Netherlands
147,A,6.739999953424558e-4,0,Hospitalisations,Netherlands
147,B,0.0025920000043697655,0,Hospitalisations,Netherlands
147,C,0.001923999996506609,0,Hospitalisations,Netherlands
148,A,5.456000071717426e-4,0,Hospitalisations,Netherlands
148,B,0.002099000004818663,0,Hospitalisations,Netherlands
148,C,0.0015601000050082803,0,Hospitalisations,Netherlands
149,A,0.00044150000030640513,0,Hospitalisations,Netherlands
149,B,0.0017010000010486692,0,Hospitalisations,Netherlands
149,C,0.0012647999974433333,0,Hospitalisations,Netherlands
150,A,3.5740000021178275e-4,0,Hospitalisations,Netherlands
150,B,0.0013770000077784061,0,Hospitalisations,Netherlands
150,C,0.0010254000080749393,0,Hospitalisations,Netherlands
151,A,2.8920000477228314e-4,0,Hospitalisations,Netherlands
151,B,0.0011159999994561076,0,Hospitalisations,Netherlands
151,C,8.312999998452142e-4,0,Hospitalisations,Netherlands
152,A,2.3409999266732484e-4,0,Hospitalisations,Netherlands
152,B,9.029999782796949e-4,0,Hospitalisations,Netherlands
152,C,6.737999938195571e-4,0,Hospitalisations,Netherlands
153,A,1.8950000230688602e-4,0,Hospitalisations,Netherlands
153,B,7.320000149775296e-4,0,Hospitalisations,Netherlands
153,C,5.460999964270741e-4,0,Hospitalisations,Netherlands
154,A,1.5330000314861536e-4,0,Hospitalisations,Netherlands
154,B,5.930000043008476e-4,0,Hospitalisations,Netherlands
154,C,4.4260000868234783e-4,0,Hospitalisations,Netherlands
155,A,1.2409999908413738e-4,0,Hospitalisations,Netherlands
155,B,4.799999878741801e-4,0,Hospitalisations,Netherlands
155,C,3.586999955587089e-4,0,Hospitalisations,Netherlands
156,A,1.0049999400507659e-4,0,Hospitalisations,Netherlands
156,B,3.8800001493655145e-4,0,Hospitalisations,Netherlands
156,C,2.9070000164210796e-4,0,Hospitalisations,Netherlands
157,A,8.13000078778714e-5,0,Hospitalisations,Netherlands
157,B,3.1499998294748366e-4,0,Hospitalisations,Netherlands
157,C,2.3550000332761556e-4,0,Hospitalisations,Netherlands
158,A,6.569999095518142e-5,0,Hospitalisations,Netherlands
158,B,2.550000208429992e-4,0,Hospitalisations,Netherlands
158,C,1.908999984152615e-4,0,Hospitalisations,Netherlands
159,A,5.329999839887023e-5,0,Hospitalisations,Netherlands
159,B,2.0599999697878957e-4,0,Hospitalisations,Netherlands
159,C,1.545999984955415e-4,0,Hospitalisations,Netherlands
160,A,4.3100008042529225e-5,0,Hospitalisations,Netherlands
160,B,1.669999910518527e-4,0,Hospitalisations,Netherlands
160,C,1.252999936696142e-4,0,Hospitalisations,Netherlands
161,A,3.480000304989517e-5,0,Hospitalisations,Netherlands
161,B,1.3599998783320189e-4,0,Hospitalisations,Netherlands
161,C,1.0150000161956996e-4,0,Hospitalisations,Netherlands
162,A,2.8299997211433947e-5,0,Hospitalisations,Netherlands
162,B,1.0900001507252455e-4,0,Hospitalisations,Netherlands
162,C,8.22000001790002e-5,0,Hospitalisations,Netherlands
163,A,2.2799998987466097e-5,0,Hospitalisations,Netherlands
163,B,8.900000830180943e-5,0,Hospitalisations,Netherlands
163,C,6.659999780822545e-5,0,Hospitalisations,Netherlands
164,A,1.8499995348975062e-5,0,Hospitalisations,Netherlands
164,B,7.199999527074397e-5,0,Hospitalisations,Netherlands
164,C,5.390000296756625e-5,0,Hospitalisations,Netherlands
165,A,1.4899997040629387e-5,0,Hospitalisations,Netherlands
165,B,5.800000508315861e-5,0,Hospitalisations,Netherlands
165,C,4.369999805931002e-5,0,Hospitalisations,Netherlands
166,A,1.2100004823878407e-5,0,Hospitalisations,Netherlands
166,B,4.6999979531392455e-5,0,Hospitalisations,Netherlands
166,C,3.540000761859119e-5,0,Hospitalisations,Netherlands
167,A,9.800001862458885e-6,0,Hospitalisations,Netherlands
167,B,3.7999998312443495e-5,0,Hospitalisations,Netherlands
167,C,2.8700000257231295e-5,0,Hospitalisations,Netherlands
168,A,8.000002708286047e-6,0,Hospitalisations,Netherlands
168,B,3.100000321865082e-5,0,Hospitalisations,Netherlands
168,C,2.3200002033263445e-5,0,Hospitalisations,Netherlands
169,A,6.399990525096655e-6,0,Hospitalisations,Netherlands
169,B,2.500001573935151e-5,0,Hospitalisations,Netherlands
169,C,1.8799997633323073e-5,0,Hospitalisations,Netherlands
170,A,5.2000104915350676e-6,0,Hospitalisations,Netherlands
170,B,1.999997766688466e-5,0,Hospitalisations,Netherlands
170,C,1.5199999324977398e-5,0,Hospitalisations,Netherlands
171,A,4.199988325126469e-6,0,Hospitalisations,Netherlands
171,B,1.6000005416572094e-5,0,Hospitalisations,Netherlands
171,C,1.239999255631119e-5,0,Hospitalisations,Netherlands
172,A,3.40001133736223e-6,0,Hospitalisations,Netherlands
172,B,1.400001929141581e-5,0,Hospitalisations,Netherlands
172,C,1.0000003385357559e-5,0,Hospitalisations,Netherlands
173,A,2.6999914553016424e-6,0,Hospitalisations,Netherlands
173,B,9.99998883344233e-6,0,Hospitalisations,Netherlands
173,C,8.000002708286047e-6,0,Hospitalisations,Netherlands
174,A,2.2000021999701858e-6,0,Hospitalisations,Netherlands
174,B,9.000010322779417e-6,0,Hospitalisations,Netherlands
174,C,6.599992047995329e-6,0,Hospitalisations,Netherlands
175,A,1.7999991541728377e-6,0,Hospitalisations,Netherlands
175,B,6.999995093792677e-6,0,Hospitalisations,Netherlands
175,C,5.3000112529844046e-6,0,Hospitalisations,Netherlands
176,A,1.4999968698248267e-6,0,Hospitalisations,Netherlands
176,B,5.999987479299307e-6,0,Hospitalisations,Netherlands
176,C,4.299989086575806e-6,0,Hospitalisations,Netherlands
177,A,1.200009137392044e-6,0,Hospitalisations,Netherlands
177,B,4.0000013541430235e-6,0,Hospitalisations,Netherlands
177,C,3.500012098811567e-6,0,Hospitalisations,Netherlands
178,A,8.999923011288047e-7,0,Hospitalisations,Netherlands
178,B,4.0000013541430235e-6,0,Hospitalisations,Netherlands
178,C,2.7999922167509794e-6,0,Hospitalisations,Netherlands
179,A,8.00006091594696e-7,0,Hospitalisations,Netherlands
179,B,2.9999937396496534e-6,0,Hospitalisations,Netherlands
179,C,2.3000029614195228e-6,0,Hospitalisations,Netherlands
180,A,6.00004568696022e-7,0,Hospitalisations,Netherlands
180,B,3.00002284348011e-6,0,Hospitalisations,Netherlands
180,C,1.7999991541728377e-6,0,Hospitalisations,Netherlands
181,A,4.999892553314567e-7,0,Hospitalisations,Netherlands
181,B,1.9999861251562834e-6,0,Hospitalisations,Netherlands
181,C,1.4999968698248267e-6,0,Hospitalisations,Netherlands
182,A,4.00003045797348e-7,0,Hospitalisations,Netherlands
182,B,1.00000761449337e-6,0,Hospitalisations,Netherlands
182,C,1.200009137392044e-6,0,Hospitalisations,Netherlands
183,A,4.00003045797348e-7,0,Hospitalisations,Netherlands
183,B,1.00000761449337e-6,0,Hospitalisations,Netherlands
183,C,9.999930625781417e-7,0,Hospitalisations,Netherlands
184,A,2.00001522898674e-7,0,Hospitalisations,Netherlands
184,B,1.9999861251562834e-6,0,Hospitalisations,Netherlands
184,C,8.00006091594696e-7,0,Hospitalisations,Netherlands
185,A,3.00002284348011e-7,0,Hospitalisations,Netherlands
185,B,0,0,Hospitalisations,Netherlands
185,C,5.999900167807937e-7,0,Hospitalisations,Netherlands
186,A,1.00000761449337e-7,0,Hospitalisations,Netherlands
186,B,1.00000761449337e-6,0,Hospitalisations,Netherlands
186,C,5.00003807246685e-7,0,Hospitalisations,Netherlands
187,A,1.9998697098344564e-7,0,Hospitalisations,Netherlands
187,B,9.999785106629133e-7,0,Hospitalisations,Netherlands
187,C,5.00003807246685e-7,0,Hospitalisations,Netherlands
188,A,1.00000761449337e-7,0,Hospitalisations,Netherlands
188,B,0,0,Hospitalisations,Netherlands
188,C,3.00002284348011e-7,0,Hospitalisations,Netherlands
189,A,1.00000761449337e-7,0,Hospitalisations,Netherlands
189,B,0,0,Hospitalisations,Netherlands
189,C,2.9998773243278265e-7,0,Hospitalisations,Netherlands
190,A,1.00000761449337e-7,0,Hospitalisations,Netherlands
190,B,1.00000761449337e-6,0,Hospitalisations,Netherlands
190,C,2.00001522898674e-7,0,Hospitalisations,Netherlands
191,A,0,0,Hospitalisations,Netherlands
191,B,0,0,Hospitalisations,Netherlands
191,C,2.00001522898674e-7,0,Hospitalisations,Netherlands
192,A,1.00000761449337e-7,0,Hospitalisations,Netherlands
192,B,0,0,Hospitalisations,Netherlands
192,C,1.00000761449337e-7,0,Hospitalisations,Netherlands
193,A,0,0,Hospitalisations,Netherlands
193,B,0,0,Hospitalisations,Netherlands
193,C,1.00000761449337e-7,0,Hospitalisations,Netherlands
194,A,0,0,Hospitalisations,Netherlands
194,B,0,0,Hospitalisations,Netherlands
194,C,1.00000761449337e-7,0,Hospitalisations,Netherlands
195,A,1.00000761449337e-7,0,Hospitalisations,Netherlands
195,B,1.00000761449337e-6,0,Hospitalisations,Netherlands
195,C,1.00000761449337e-7,0,Hospitalisations,Netherlands
196,A,0,0,Hospitalisations,Netherlands
196,B,0,0,Hospitalisations,Netherlands
196,C,1.00000761449337e-7,0,Hospitalisations,Netherlands
197,A,0,0,Hospitalisations,Netherlands
197,B,0,0,Hospitalisations,Netherlands
197,C,0,0,Hospitalisations,Netherlands
198,A,0,0,Hospitalisations,Netherlands
198,B,0,0,Hospitalisations,Netherlands
198,C,1.00000761449337e-7,0,Hospitalisations,Netherlands
199,A,0,0,Hospitalisations,Netherlands
199,B,0,0,Hospitalisations,Netherlands
199,C,0,0,Hospitalisations,Netherlands
200,A,0,0,Hospitalisations,Netherlands
200,B,0,0,Hospitalisations,Netherlands
200,C,0,0,Hospitalisations,Netherlands
201,A,0,0,Hospitalisations,Netherlands
201,B,0,0,Hospitalisations,Netherlands
201,C,0,0,Hospitalisations,Netherlands
202,A,0,0,Hospitalisations,Netherlands
202,B,0,0,Hospitalisations,Netherlands
202,C,1.00000761449337e-7,0,Hospitalisations,Netherlands
203,A,1.00000761449337e-7,0,Hospitalisations,Netherlands
203,B,0,0,Hospitalisations,Netherlands
203,C,0,0,Hospitalisations,Netherlands
204,A,0,0,Hospitalisations,Netherlands
204,B,0,0,Hospitalisations,Netherlands
204,C,0,0,Hospitalisations,Netherlands
205,A,0,0,Hospitalisations,Netherlands
205,B,0,0,Hospitalisations,Netherlands
205,C,0,0,Hospitalisations,Netherlands
206,A,0,0,Hospitalisations,Netherlands
206,B,0,0,Hospitalisations,Netherlands
206,C,0,0,Hospitalisations,Netherlands
207,A,0,0,Hospitalisations,Netherlands
207,B,0,0,Hospitalisations,Netherlands
207,C,0,0,Hospitalisations,Netherlands
208,A,0,0,Hospitalisations,Netherlands
208,B,0,0,Hospitalisations,Netherlands
208,C,0,0,Hospitalisations,Netherlands
209,A,0,0,Hospitalisations,Netherlands
209,B,0,0,Hospitalisations,Netherlands
209,C,0,0,Hospitalisations,Netherlands
210,A,0,0,Hospitalisations,Netherlands
210,B,0,0,Hospitalisations,Netherlands
210,C,0,0,Hospitalisations,Netherlands
211,A,0,0,Hospitalisations,Netherlands
211,B,0,0,Hospitalisations,Netherlands
211,C,0,0,Hospitalisations,Netherlands
212,A,0,0,Hospitalisations,Netherlands
212,B,0,0,Hospitalisations,Netherlands
212,C,0,0,Hospitalisations,Netherlands
213,A,0,0,Hospitalisations,Netherlands
213,B,0,0,Hospitalisations,Netherlands
213,C,0,0,Hospitalisations,Netherlands
214,A,0,0,Hospitalisations,Netherlands
214,B,0,0,Hospitalisations,Netherlands
214,C,0,0,Hospitalisations,Netherlands
215,A,0,0,Hospitalisations,Netherlands
215,B,0,0,Hospitalisations,Netherlands
215,C,0,0,Hospitalisations,Netherlands
216,A,0,0,Hospitalisations,Netherlands
216,B,0,0,Hospitalisations,Netherlands
216,C,0,0,Hospitalisations,Netherlands
217,A,0,0,Hospitalisations,Netherlands
217,B,0,0,Hospitalisations,Netherlands
217,C,0,0,Hospitalisations,Netherlands
218,A,0,0,Hospitalisations,Netherlands
218,B,0,0,Hospitalisations,Netherlands
218,C,0,0,Hospitalisations,Netherlands
219,A,0,0,Hospitalisations,Netherlands
219,B,0,0,Hospitalisations,Netherlands
219,C,0,0,Hospitalisations,Netherlands
220,A,0,0,Hospitalisations,Netherlands
220,B,0,0,Hospitalisations,Netherlands
220,C,0,0,Hospitalisations,Netherlands
221,A,0,0,Hospitalisations,Netherlands
221,B,0,0,Hospitalisations,Netherlands
221,C,0,0,Hospitalisations,Netherlands
222,A,0,0,Hospitalisations,Netherlands
222,B,0,0,Hospitalisations,Netherlands
222,C,0,0,Hospitalisations,Netherlands
223,A,0,0,Hospitalisations,Netherlands
223,B,0,0,Hospitalisations,Netherlands
223,C,0,0,Hospitalisations,Netherlands
224,A,0,0,Hospitalisations,Netherlands
224,B,0,0,Hospitalisations,Netherlands
224,C,0,0,Hospitalisations,Netherlands
225,A,0,0,Hospitalisations,Netherlands
225,B,0,0,Hospitalisations,Netherlands
225,C,0,0,Hospitalisations,Netherlands
226,A,0,0,Hospitalisations,Netherlands
226,B,0,0,Hospitalisations,Netherlands
226,C,0,0,Hospitalisations,Netherlands
227,A,0,0,Hospitalisations,Netherlands
227,B,0,0,Hospitalisations,Netherlands
227,C,0,0,Hospitalisations,Netherlands
228,A,0,0,Hospitalisations,Netherlands
228,B,0,0,Hospitalisations,Netherlands
228,C,0,0,Hospitalisations,Netherlands
229,A,0,0,Hospitalisations,Netherlands
229,B,0,0,Hospitalisations,Netherlands
229,C,0,0,Hospitalisations,Netherlands
230,A,0,0,Hospitalisations,Netherlands
230,B,0,0,Hospitalisations,Netherlands
230,C,0,0,Hospitalisations,Netherlands
231,A,0,0,Hospitalisations,Netherlands
231,B,0,0,Hospitalisations,Netherlands
231,C,0,0,Hospitalisations,Netherlands
232,A,0,0,Hospitalisations,Netherlands
232,B,0,0,Hospitalisations,Netherlands
232,C,0,0,Hospitalisations,Netherlands
233,A,0,0,Hospitalisations,Netherlands
233,B,0,0,Hospitalisations,Netherlands
233,C,0,0,Hospitalisations,Netherlands
234,A,0,0,Hospitalisations,Netherlands
234,B,0,0,Hospitalisations,Netherlands
234,C,0,0,Hospitalisations,Netherlands
235,A,0,0,Hospitalisations,Netherlands
235,B,0,0,Hospitalisations,Netherlands
235,C,0,0,Hospitalisations,Netherlands
236,A,0,0,Hospitalisations,Netherlands
236,B,0,0,Hospitalisations,Netherlands
236,C,0,0,Hospitalisations,Netherlands
237,A,0,0,Hospitalisations,Netherlands
237,B,0,0,Hospitalisations,Netherlands
237,C,0,0,Hospitalisations,Netherlands
238,A,0,0,Hospitalisations,Netherlands
238,B,0,0,Hospitalisations,Netherlands
238,C,0,0,Hospitalisations,Netherlands
239,A,0,0,Hospitalisations,Netherlands
239,B,0,0,Hospitalisations,Netherlands
239,C,0,0,Hospitalisations,Netherlands
240,A,0,0,Hospitalisations,Netherlands
240,B,0,0,Hospitalisations,Netherlands
240,C,0,0,Hospitalisations,Netherlands
241,A,0,0,Hospitalisations,Netherlands
241,B,0,0,Hospitalisations,Netherlands
241,C,0,0,Hospitalisations,Netherlands
242,A,0,0,Hospitalisations,Netherlands
242,B,0,0,Hospitalisations,Netherlands
242,C,0,0,Hospitalisations,Netherlands
243,A,0,0,Hospitalisations,Netherlands
243,B,0,0,Hospitalisations,Netherlands
243,C,0,0,Hospitalisations,Netherlands
244,A,0,0,Hospitalisations,Netherlands
244,B,0,0,Hospitalisations,Netherlands
244,C,0,0,Hospitalisations,Netherlands
245,A,0,0,Hospitalisations,Netherlands
245,B,0,0,Hospitalisations,Netherlands
245,C,0,0,Hospitalisations,Netherlands
246,A,0,0,Hospitalisations,Netherlands
246,B,0,0,Hospitalisations,Netherlands
246,C,0,0,Hospitalisations,Netherlands
247,A,0,0,Hospitalisations,Netherlands
247,B,0,0,Hospitalisations,Netherlands
247,C,0,0,Hospitalisations,Netherlands
248,A,0,0,Hospitalisations,Netherlands
248,B,0,0,Hospitalisations,Netherlands
248,C,0,0,Hospitalisations,Netherlands
249,A,0,0,Hospitalisations,Netherlands
249,B,0,0,Hospitalisations,Netherlands
249,C,0,0,Hospitalisations,Netherlands
250,A,0,0,Hospitalisations,Netherlands
250,B,0,0,Hospitalisations,Netherlands
250,C,0,0,Hospitalisations,Netherlands
251,A,0,0,Hospitalisations,Netherlands
251,B,0,0,Hospitalisations,Netherlands
251,C,0,0,Hospitalisations,Netherlands
252,A,0,0,Hospitalisations,Netherlands
252,B,0,0,Hospitalisations,Netherlands
252,C,0,0,Hospitalisations,Netherlands
253,A,0,0,Hospitalisations,Netherlands
253,B,0,0,Hospitalisations,Netherlands
253,C,0,0,Hospitalisations,Netherlands
254,A,0,0,Hospitalisations,Netherlands
254,B,0,0,Hospitalisations,Netherlands
254,C,0,0,Hospitalisations,Netherlands
255,A,0,0,Hospitalisations,Netherlands
255,B,0,0,Hospitalisations,Netherlands
255,C,0,0,Hospitalisations,Netherlands
256,A,0,0,Hospitalisations,Netherlands
256,B,0,0,Hospitalisations,Netherlands
256,C,0,0,Hospitalisations,Netherlands
257,A,0,0,Hospitalisations,Netherlands
257,B,0,0,Hospitalisations,Netherlands
257,C,0,0,Hospitalisations,Netherlands
258,A,0,0,Hospitalisations,Netherlands
258,B,0,0,Hospitalisations,Netherlands
258,C,0,0,Hospitalisations,Netherlands
259,A,0,0,Hospitalisations,Netherlands
259,B,0,0,Hospitalisations,Netherlands
259,C,0,0,Hospitalisations,Netherlands
260,A,0,0,Hospitalisations,Netherlands
260,B,0,0,Hospitalisations,Netherlands
260,C,0,0,Hospitalisations,Netherlands
261,A,0,0,Hospitalisations,Netherlands
261,B,0,0,Hospitalisations,Netherlands
261,C,0,0,Hospitalisations,Netherlands
262,A,0,0,Hospitalisations,Netherlands
262,B,0,0,Hospitalisations,Netherlands
262,C,0,0,Hospitalisations,Netherlands
263,A,0,0,Hospitalisations,Netherlands
263,B,0,0,Hospitalisations,Netherlands
263,C,0,0,Hospitalisations,Netherlands
264,A,0,0,Hospitalisations,Netherlands
264,B,0,0,Hospitalisations,Netherlands
264,C,0,0,Hospitalisations,Netherlands
265,A,0,0,Hospitalisations,Netherlands
265,B,0,0,Hospitalisations,Netherlands
265,C,0,0,Hospitalisations,Netherlands
266,A,0,0,Hospitalisations,Netherlands
266,B,0,0,Hospitalisations,Netherlands
266,C,0,0,Hospitalisations,Netherlands
267,A,0,0,Hospitalisations,Netherlands
267,B,0,0,Hospitalisations,Netherlands
267,C,0,0,Hospitalisations,Netherlands
268,A,0,0,Hospitalisations,Netherlands
268,B,0,0,Hospitalisations,Netherlands
268,C,0,0,Hospitalisations,Netherlands
269,A,0,0,Hospitalisations,Netherlands
269,B,0,0,Hospitalisations,Netherlands
269,C,0,0,Hospitalisations,Netherlands
270,A,0,0,Hospitalisations,Netherlands
270,B,0,0,Hospitalisations,Netherlands
270,C,0,0,Hospitalisations,Netherlands
1,A,0,0,Deaths,Netherlands
1,B,7.64141806168e-10,0,Deaths,Netherlands
1,C,1.94693483099e-11,0,Deaths,Netherlands
2,A,0,0,Deaths,Netherlands
2,B,8.9417741852232e-8,0,Deaths,Netherlands
2,C,2.3110635366401e-9,0,Deaths,Netherlands
3,A,0,0,Deaths,Netherlands
3,B,1.0561938747315999e-6,0,Deaths,Netherlands
3,C,2.7855889113750002e-8,0,Deaths,Netherlands
4,A,0,0,Deaths,Netherlands
4,B,5.0948628108200004e-6,0,Deaths,Netherlands
4,C,1.377967346893e-7,0,Deaths,Netherlands
5,A,0,0,Deaths,Netherlands
5,B,1.5632765301489998e-5,0,Deaths,Netherlands
5,C,4.34845849406e-7,0,Deaths,Netherlands
6,A,0,0,Deaths,Netherlands
6,B,3.69602077245e-5,0,Deaths,Netherlands
6,C,1.0583839886159999e-6,0,Deaths,Netherlands
7,A,0,0,Deaths,Netherlands
7,B,7.419411617179999e-5,0,Deaths,Netherlands
7,C,2.1860743401200006e-6,0,Deaths,Netherlands
8,A,0,0,Deaths,Netherlands
8,B,1.33530615351e-4,0,Deaths,Netherlands
8,C,4.04232236913e-6,0,Deaths,Netherlands
9,A,0,0,Deaths,Netherlands
9,B,2.2266121989199998e-4,0,Deaths,Netherlands
9,C,6.9119171657399995e-6,0,Deaths,Netherlands
10,A,0,0,Deaths,Netherlands
10,B,3.5131078137699996e-4,0,Deaths,Netherlands
10,C,1.1158630016200002e-5,0,Deaths,Netherlands
11,A,0,0,Deaths,Netherlands
11,B,5.31918413273e-4,0,Deaths,Netherlands
11,C,1.7249735208699998e-5,0,Deaths,Netherlands
12,A,0,0,Deaths,Netherlands
12,B,7.805112145500002e-4,0,Deaths,Netherlands
12,C,2.5788113768000003e-5,0,Deaths,Netherlands
13,A,0,0,Deaths,Netherlands
13,B,0.00111783602653,0,Deaths,Netherlands
13,C,3.75541823494e-5,0,Deaths,Netherlands
14,A,0,0,Deaths,Netherlands
14,B,0.0015708307428600001,0,Deaths,Netherlands
14,C,5.356058776700001e-5,0,Deaths,Netherlands
15,A,0,0,Deaths,Netherlands
15,B,0.0021745393094699996,0,Deaths,Netherlands
15,C,7.5123520201e-5,0,Deaths,Netherlands
16,A,0,0,Deaths,Netherlands
16,B,0.0029746055552100003,0,Deaths,Netherlands
16,C,1.0395568908099997e-4,0,Deaths,Netherlands
17,A,0,0,Deaths,Netherlands
17,B,0.00403052213892,0,Deaths,Netherlands
17,C,1.4228755334400002e-4,0,Deaths,Netherlands
18,A,0,0,Deaths,Netherlands
18,B,0.0054198647307000004,0,Deaths,Netherlands
18,C,1.9302541029199996e-4,0,Deaths,Netherlands
19,A,0,0,Deaths,Netherlands
19,B,0.007243811713599998,0,Deaths,Netherlands
19,C,2.5995756784000007e-4,0,Deaths,Netherlands
20,A,0,0,Deaths,Netherlands
20,B,0.0096343411311,0,Deaths,Netherlands
20,C,3.4802324086299994e-4,0,Deaths,Netherlands
